gene,orthologs
TraesCS2D02G349000,AT2G43620
TraesCS4A02G266700,AT3G10050
TraesCS3B02G274100,AT4G04970
TraesCS3B02G274100,AT4G03550
TraesCS2B02G571700,AT4G22260
TraesCS1A02G424900,AT5G41730
TraesCS1A02G424900,AT1G64300
TraesCS1A02G424900,AT1G01450
TraesCS1B02G038000,AT2G44065
TraesCS2A02G400400,AT1G12740
TraesCS7D02G528800,AT4G38480
TraesCS7D02G528800,AT4G35140
TraesCS2B02G288100,AT1G17200
TraesCS2B02G288100,AT3G14380
TraesCS2A02G171000,AT5G21950
TraesCS2A02G171000,AT4G33180
TraesCS5A02G233900,AT1G14690
TraesCS5A02G233900,AT2G01910
TraesCS2D02G264300,AT4G03260
TraesCS5B02G562400,AT3G60810
TraesCS5B02G446600,AT5G27640
TraesCS5B02G446600,AT1G49015
TraesCS5B02G446600,AT5G25780
TraesCS3B02G219300,AT4G10955
TraesCS3B02G219300,AT2G05260
TraesCS3D02G230400,AT5G63630
TraesCS3D02G230400,AT5G08620
TraesCS3D02G230400,AT5G08610
TraesCS4D02G059600,AT2G22840
TraesCS4D02G059600,AT4G37740
TraesCS5D02G139500,AT1G50420
TraesCS4A02G281400,AT5G39970
TraesCS4A02G281400,AT1G74790
TraesCS4A02G281400,AT5G62630
TraesCS7B02G136500,AT1G80150
TraesCS6D02G153000,AT1G55580
TraesCS3B02G191500,AT4G28450
TraesCS5A02G504600,AT1G76060
TraesCS7D02G196700,AT1G24130
TraesCS7D02G196700,AT5G50120
TraesCS4B02G273300,AT2G21720
TraesCS2B02G570200,ATMG00080
TraesCS7B02G373000,AT2G30950
TraesCS7B02G373000,AT1G06430
TraesCS5B02G101000,AT3G62950
TraesCS5B02G101000,AT4G15670
TraesCS5B02G101000,AT2G47880
TraesCS5B02G101000,AT4G15680
TraesCS5B02G101000,AT1G03020
TraesCS5B02G101000,AT4G15690
TraesCS5B02G101000,AT3G62930
TraesCS5B02G101000,AT5G18600
TraesCS5B02G101000,AT2G30540
TraesCS5B02G101000,AT3G62960
TraesCS5B02G101000,AT3G21460
TraesCS5B02G101000,AT2G47870
TraesCS5B02G101000,AT4G15700
TraesCS5B02G101000,AT4G15660
TraesCS5B02G101000,AT1G06830
TraesCS6D02G038000,AT1G08100
TraesCS6D02G038000,AT5G60770
TraesCS6D02G038000,AT1G08090
TraesCS1B02G051100,AT4G30840
TraesCS7D02G547400,AT3G15360
TraesCS3D02G337900,AT3G08760
TraesCS2B02G505400,AT4G05190
TraesCS2B02G505400,AT4G27180
TraesCS2B02G505400,AT5G54670
TraesCS2B02G505400,AT4G21270
TraesCS4B02G187400,AT4G02130
TraesCS4B02G187400,AT1G02720
TraesCS4B02G187400,AT3G62660
TraesCS4D02G321600,AT1G21630
TraesCS4D02G321600,AT1G20760
TraesCS5A02G294600,AT2G45910
TraesCS7D02G150600,AT1G80820
TraesCS7D02G150600,AT1G15950
TraesCS7B02G314600,AT4G02390
TraesCS1A02G058500,AT2G28560
TraesCS7A02G284700,AT3G12050
TraesCS4A02G207800,AT5G42440
TraesCS5B02G049800,AT4G01690
TraesCS1A02G272400,AT1G43130
TraesCS3D02G143200,AT5G56970
TraesCS3D02G143200,AT4G29740
TraesCS3D02G143200,AT2G19500
TraesCS5A02G485000,AT2G38100
TraesCS5A02G485000,AT3G53960
TraesCS5A02G485000,AT2G37900
TraesCS6A02G372600,AT3G15900
TraesCS6B02G327300,AT1G78040
TraesCS6B02G327300,AT5G10130
TraesCS6B02G327300,AT4G08685
TraesCS6D02G385800,AT5G51740
TraesCS3B02G367000,AT5G16890
TraesCS3B02G252900,AT5G53170
TraesCS2A02G067000,AT5G38430
TraesCS2A02G067000,AT5G38420
TraesCS2A02G067000,AT5G38410
TraesCS2A02G067000,AT1G67090
TraesCS7D02G407700,AT1G16720
TraesCS3D02G192700,AT5G56340
TraesCS3D02G192700,AT1G55530
TraesCS3D02G192700,AT3G13430
TraesCS3D02G226200,AT5G12100
TraesCS4A02G079700,AT1G12420
TraesCS4A02G079700,AT4G22780
TraesCS3B02G306500,AT4G18950
TraesCS3B02G306500,AT3G58760
TraesCS3D02G378700,AT1G22020
TraesCS3D02G378700,AT1G36370
TraesCS1D02G278100,AT2G39980
TraesCS1D02G278100,AT5G01210
TraesCS1D02G223600,AT5G05410
TraesCS1D02G223600,AT3G11020
TraesCS1D02G420500,AT1G53240
TraesCS1D02G420500,AT3G15020
TraesCS5D02G395400,AT1G80240
TraesCS1D02G101600,AT5G58420
TraesCS1D02G101600,AT5G07090
TraesCS1D02G101600,AT2G17360
TraesCS3B02G121100,AT1G55150
TraesCS5A02G389700,AT3G11930
TraesCS5A02G389700,AT3G58450
TraesCS1D02G228600,AT1G80950
TraesCS6A02G334200,AT4G25000
TraesCS5B02G531900,AT1G64510
TraesCS2B02G261300,AT5G02530
TraesCS2B02G261300,AT5G59950
TraesCS3B02G267000,AT4G19003
TraesCS7D02G354100,AT4G32690
TraesCS7B02G434300,AT5G20280
TraesCS7B02G434300,AT5G11110
TraesCS2B02G313600,AT2G36010
TraesCS2B02G313600,AT5G22220
TraesCS6D02G139000,AT4G30530
TraesCS6D02G139000,AT4G30540
TraesCS6D02G139000,AT2G23970
TraesCS6D02G139000,AT2G23960
TraesCS6D02G139000,AT4G30550
TraesCS3D02G170300,AT3G15140
TraesCS4A02G404700,AT5G65320
TraesCS4A02G404700,AT1G72210
TraesCS4A02G404700,AT5G46690
TraesCS4A02G404700,AT1G22490
TraesCS3B02G417700,AT3G20050
TraesCS2D02G079300,ATCG01080
TraesCS6D02G160900,AT3G10230
TraesCS7A02G520500,AT3G11950
TraesCS7A02G106400,AT3G13700
TraesCS1B02G196000,AT4G16770
TraesCS1B02G196000,AT4G16765
TraesCS4A02G118900,AT2G47440
TraesCS4A02G118900,AT4G02100
TraesCS4A02G118900,AT1G02650
TraesCS4A02G118900,AT3G62570
TraesCS1B02G237200,AT5G23590
TraesCS1D02G241800,AT4G33030
TraesCS6D02G118100,AT5G52470
TraesCS6D02G118100,AT4G25630
TraesCS6D02G118100,AT5G52490
TraesCS6B02G252000,AT5G17430
TraesCS6B02G411300,AT5G67110
TraesCS6B02G411300,AT4G36930
TraesCS3A02G054100,AT2G27600
TraesCS3B02G419900,AT1G33420
TraesCS2A02G127800,AT1G15520
TraesCS2D02G303800,AT1G72100
TraesCS2D02G303800,AT1G22600
TraesCS4D02G125700,AT5G13750
TraesCS4D02G125700,AT5G13740
TraesCS4D02G125700,AT3G43790
TraesCS3D02G447700,AT4G37150
TraesCS3D02G447700,AT2G23570
TraesCS3D02G447700,AT5G10300
TraesCS3D02G447700,AT2G23610
TraesCS3D02G447700,AT2G23590
TraesCS3D02G447700,AT2G23600
TraesCS3D02G447700,AT2G23620
TraesCS3D02G447700,AT4G37140
TraesCS3D02G447700,AT2G23580
TraesCS3D02G447700,AT2G23550
TraesCS3D02G447700,AT2G23560
TraesCS5A02G457200,AT5G56530
TraesCS5A02G457200,AT3G13510
TraesCS5A02G457200,AT1G55360
TraesCS3B02G123400,AT5G16860
TraesCS3D02G157700,AT3G06110
TraesCS3D02G153500,AT1G49700
TraesCS3D02G153500,AT2G29605
TraesCS3D02G153500,AT2G01560
TraesCS3D02G153500,AT2G29850
TraesCS3D02G153500,AT3G45800
TraesCS3D02G153500,AT2G11623
TraesCS3D02G153500,AT2G11620
TraesCS3D02G153500,AT3G61700
TraesCS3D02G153500,AT2G46420
TraesCSU02G222000,AT5G38950
TraesCS3A02G509000,AT1G76760
TraesCS3A02G509000,AT1G43560
TraesCS2B02G467100,AT1G32340
TraesCS2B02G213300,AT1G25360
TraesCS2B02G213300,AT5G61400
TraesCS1D02G123400,AT5G11670
TraesCS1D02G123400,AT5G25880
TraesCS5A02G173200,AT5G08370
TraesCS5D02G040800,AT1G72250
TraesCS7A02G262600,AT5G67060
TraesCS7A02G262600,AT3G50330
TraesCS6A02G293900,AT5G37680
TraesCS5B02G359800,AT5G20380
TraesCS3B02G131900,AT5G14240
TraesCS7B02G113800,AT5G03370
TraesCSU02G070700,AT5G60480
TraesCSU02G070700,AT1G69600
TraesCSU02G070700,AT3G28920
TraesCSU02G070700,AT5G15210
TraesCSU02G070700,AT5G39760
TraesCS1B02G007200,AT1G80570
TraesCS3D02G055500,AT3G02520
TraesCS3D02G055500,AT5G38480
TraesCS3D02G055500,AT5G16050
TraesCS3B02G388100,AT3G53520
TraesCS2A02G207900,AT4G03280
TraesCS2A02G083000,AT1G07930
TraesCS2A02G083000,AT5G60390
TraesCS2A02G083000,AT1G35550
TraesCS2A02G083000,AT1G07920
TraesCS2A02G083000,AT1G07940
TraesCS3D02G344600,AT5G01305
TraesCS1D02G080200,AT3G01190
TraesCS1D02G080200,AT5G15180
TraesCS1D02G080200,AT1G05240
TraesCS1D02G080200,AT1G05250
TraesCS2A02G410400,AT1G63440
TraesCS7A02G223500,AT5G65110
TraesCS4A02G030900,AT3G22430
TraesCS6A02G358600,AT5G27460
TraesCS5A02G345500,AT1G29450
TraesCS5A02G345500,AT1G29430
TraesCS5A02G345500,AT1G29460
TraesCS5A02G345500,AT1G29420
TraesCS5A02G345500,AT1G29440
TraesCS5A02G345500,AT1G76190
TraesCS5A02G345500,AT1G29510
TraesCS5A02G345500,AT1G29500
TraesCS5A02G345500,AT1G29490
TraesCS5A02G345500,AT5G27780
TraesCS5D02G068000,AT4G14640
TraesCS5D02G068000,AT3G22930
TraesCS6A02G386700,AT5G62030
TraesCS7D02G215700,AT3G22840
TraesCS7D02G215700,AT4G14690
TraesCS3A02G379600,AT2G19730
TraesCS3A02G379600,AT4G29410
TraesCS6D02G222300,AT4G36250
TraesCS5B02G405000,AT4G30830
TraesCS5B02G405000,AT5G57830
TraesCS5B02G405000,AT2G24140
TraesCS4A02G427200,AT2G33580
TraesCS1D02G286000,AT2G39450
TraesCS4A02G134400,AT2G38570
TraesCS4B02G307500,AT3G56300
TraesCS4B02G307500,AT5G38830
TraesCS1B02G226800,AT4G18030
TraesCS5D02G262400,AT4G26540
TraesCS5D02G262400,AT5G56040
TraesCS2B02G381000,AT1G60790
TraesCS5A02G552700,AT5G09860
TraesCS1D02G345600,AT5G26710
TraesCS1D02G234800,AT1G20230
TraesCS4B02G088100,AT5G49800
TraesCS1B02G038700,AT2G26690
TraesCS1A02G360500,AT2G19480
TraesCS1A02G360500,AT5G56950
TraesCS1A02G360500,AT4G26110
TraesCS4B02G246700,AT4G00550
TraesCS6B02G369800,AT1G14470
TraesCS5A02G047300,AT3G22310
TraesCS5A02G047300,AT3G22330
TraesCS2B02G010500,AT3G01970
TraesCS5A02G296900,AT2G17390
TraesCS5A02G296900,AT4G35450
TraesCS1B02G319000,AT1G73100
TraesCS1B02G319000,AT5G04940
TraesCS1A02G236000,AT1G03457
TraesCS1A02G236000,AT4G03110
TraesCS1D02G186400,AT1G64600
TraesCS3B02G380800,AT2G40280
TraesCS3B02G380800,AT3G56080
TraesCS5D02G178800,AT5G06839
TraesCS5B02G323300,AT1G75680
TraesCS5B02G323300,AT1G19940
TraesCS7B02G221500,AT4G10070
TraesCS7B02G221500,AT1G33680
TraesCS5D02G179000,AT3G52120
TraesCS1B02G129000,AT3G30200
TraesCS1B02G129000,AT1G07110
TraesCS5A02G168600,AT3G07700
TraesCS7B02G166400,AT1G80750
TraesCS5A02G127200,AT3G44350
TraesCS5A02G127200,AT5G22380
TraesCS4D02G314900,AT5G41560
TraesCS5B02G131200,AT3G21640
TraesCS6A02G152800,ATCG01010
TraesCSU02G033600,AT3G48940
TraesCSU02G033600,AT4G00670
TraesCSU02G033600,AT2G45820
TraesCSU02G033600,AT3G61260
TraesCSU02G033600,AT5G23750
TraesCSU02G033600,AT1G63295
TraesCS2B02G263600,AT4G20920
TraesCS2B02G263600,AT4G20910
TraesCS2D02G560400,AT2G03190
TraesCS2D02G560400,AT3G60020
TraesCS2D02G560400,AT5G42190
TraesCS2D02G560400,AT2G25700
TraesCS2D02G560400,AT3G21830
TraesCS2D02G560400,AT4G34210
TraesCS2D02G560400,AT3G21860
TraesCS2D02G560400,AT3G25650
TraesCS2D02G560400,AT1G75950
TraesCS2D02G560400,AT1G20140
TraesCS2D02G560400,AT2G03170
TraesCS2D02G560400,AT3G21840
TraesCS2D02G560400,AT1G10230
TraesCS2D02G560400,AT2G03160
TraesCS2D02G560400,AT4G34470
TraesCS2D02G560400,AT3G53060
TraesCS2D02G560400,AT3G21850
TraesCS2D02G560400,AT2G20160
TraesCS2D02G560400,AT3G60010
TraesCS2A02G080700,AT1G58215
TraesCS2A02G080700,AT1G09720
TraesCS2A02G080700,AT5G10500
TraesCS2A02G080700,AT4G03153
TraesCS2A02G080700,AT2G22560
TraesCS3D02G216700,AT1G01300
TraesCS3D02G216700,AT3G61820
TraesCS7A02G334000,AT1G03687
TraesCS5B02G476900,AT1G52340
TraesCS4B02G003900,AT1G29090
TraesCS4B02G003900,AT2G34080
TraesCS4B02G003900,AT1G29080
TraesCS4B02G003900,AT1G29110
TraesCS4B02G003900,AT2G27420
TraesCS4B02G003900,AT3G49340
TraesCS6B02G451100,AT1G01650
TraesCS6B02G451100,AT1G63690
TraesCS7B02G148100,AT2G04780
TraesCS7B02G113500,AT3G02540
TraesCS7B02G113500,AT4G05270
TraesCS7B02G113500,AT5G16090
TraesCS7B02G113500,AT4G05240
TraesCS7B02G113500,AT4G05310
TraesCS7B02G113500,AT4G03360
TraesCS7B02G113500,AT4G05250
TraesCS7B02G113500,AT5G38470
TraesCS7B02G113500,AT4G02950
TraesCS7D02G273100,AT2G17730
TraesCS7D02G273100,AT5G66070
TraesCS7D02G273100,AT4G35840
TraesCS3B02G423500,AT5G07880
TraesCS3B02G423500,AT1G13890
TraesCS3B02G423500,AT5G61210
TraesCS3A02G122200,AT3G27260
TraesCS3A02G122200,AT3G01770
TraesCS3A02G122200,AT5G63320
TraesCS3A02G122200,AT5G14270
TraesCS6A02G368000,AT3G18430
TraesCS5D02G071000,AT3G04610
TraesCS5B02G243700,AT1G12680
TraesCS4A02G047000,AT5G67470
TraesCS6A02G002500,AT1G34360
TraesCS7B02G179500,AT5G43960
TraesCS5B02G523000,AT5G58030
TraesCS1D02G375600,AT1G73600
TraesCS1D02G375600,AT1G48600
TraesCS1D02G375600,AT3G18000
TraesCS3A02G529800,AT3G48210
TraesCS2D02G502300,AT1G56630
TraesCS2D02G502300,AT1G45201
TraesCS2D02G502300,AT5G42930
TraesCS2D02G502300,AT5G67050
TraesCS7D02G361000,AT4G38510
TraesCS7D02G361000,AT1G76030
TraesCS7D02G361000,AT1G20260
TraesCS2A02G129600,AT4G18810
TraesCS4B02G211900,AT1G31440
TraesCS7A02G402400,AT1G51130
TraesCS7A02G402400,AT3G20760
TraesCS2A02G150600,AT5G21222
TraesCS2D02G412800,AT3G04520
TraesCS2D02G412800,AT1G08630
TraesCS6A02G085400,AT4G33260
TraesCS6A02G085400,AT4G33270
TraesCS6A02G085400,AT5G26900
TraesCS6A02G085400,AT5G27570
TraesCS6A02G085400,AT5G27945
TraesCS6A02G085400,AT5G27080
TraesCS3D02G349500,AT2G39450
TraesCS5B02G223600,AT2G45100
TraesCS5B02G223600,AT2G01280
TraesCS5B02G223600,AT3G09360
TraesCS5B02G223600,AT1G30455
TraesCS7B02G275700,AT5G45800
TraesCS2B02G375800,AT2G24290
TraesCS2B02G375800,AT4G30996
TraesCS2D02G457600,AT2G33580
TraesCS7D02G432700,AT2G41870
TraesCS7D02G432700,AT3G57540
TraesCS2D02G550600,AT5G11720
TraesCS7D02G213900,AT3G30390
TraesCS7D02G213900,AT5G38820
TraesCS7D02G337900,AT1G07780
TraesCS7D02G337900,AT1G29410
TraesCS7D02G337900,AT5G05590
TraesCS7B02G067200,AT5G15140
TraesCS7B02G067200,AT3G47800
TraesCS7B02G067200,AT3G01260
TraesCS2B02G322200,AT1G14440
TraesCS2B02G322200,AT2G02540
TraesCS3D02G361300,AT2G38110
TraesCS6D02G204000,AT4G32060
TraesCS7B02G317500,AT4G17260
TraesCS2A02G463100,AT5G21040
TraesCS4A02G199700,AT3G11660
TraesCS4A02G199700,AT3G44220
TraesCS4A02G199700,AT5G22200
TraesCS4A02G199700,AT4G09590
TraesCS4A02G199700,AT3G52470
TraesCS4A02G199700,AT2G35960
TraesCS4A02G199700,AT5G05657
TraesCS4A02G199700,AT5G06330
TraesCS4A02G199700,AT2G35970
TraesCS4A02G384800,AT3G53480
TraesCS4A02G384800,AT2G37280
TraesCS7A02G098200,AT2G07671
TraesCS7A02G098200,AT2G07777
TraesCS7A02G098200,ATMG01080
TraesCS7A02G098200,ATMG01090
TraesCS7D02G255200,ATCG00430
TraesCS3B02G512700,AT3G54200
TraesCS2D02G576800,AT4G31160
TraesCS4B02G297800,AT3G51190
TraesCS7B02G345200,AT1G52315
TraesCS7B02G345200,AT1G79910
TraesCS7B02G345200,AT4G32350
TraesCS7D02G119800,AT3G45650
TraesCS7D02G119800,AT3G45690
TraesCS7D02G119800,AT3G45680
TraesCS7D02G119800,AT3G45710
TraesCS7D02G119800,AT3G45660
TraesCS7D02G119800,AT3G45720
TraesCS7D02G119800,AT3G45700
TraesCS2D02G399000,AT5G62020
TraesCS2D02G399000,AT4G11660
TraesCS7D02G381400,AT4G27680
TraesCS7D02G381400,AT5G53540
TraesCS1A02G164300,AT5G23430
TraesCS1A02G164300,AT5G08390
TraesCS7D02G379800,AT3G51090
TraesCS7D02G379800,AT2G16460
TraesCS5B02G501700,AT1G07290
TraesCS5B02G138900,AT1G34020
TraesCS5B02G138900,AT4G09810
TraesCS1B02G363800,AT1G29330
TraesCS2D02G401800,AT4G38360
TraesCS2D02G208600,AT3G15520
TraesCS3A02G093600,AT5G57530
TraesCS3A02G093600,AT4G25820
TraesCS3A02G093600,AT5G57540
TraesCS2B02G371800,AT1G79880
TraesCS6B02G178200,AT1G61640
TraesCS6B02G178200,AT1G11390
TraesCS1A02G107000,AT3G07610
TraesCS7B02G448900,AT4G13610
TraesCS7B02G448900,AT4G14140
TraesCS7B02G448900,AT4G08990
TraesCS7B02G448900,AT5G49160
TraesCS7A02G284100,AT1G52245
TraesCS7A02G284100,AT3G16120
TraesCS4B02G134400,AT4G34080
TraesCS4B02G134400,AT4G33320
TraesCS4B02G134400,AT4G36100
TraesCS4B02G134400,AT2G45260
TraesCS4B02G076200,AT3G48340
TraesCS4B02G076200,AT3G48350
TraesCS4B02G076200,AT5G50260
TraesCS7B02G438200,AT5G32440
TraesCS7B02G438200,AT1G80040
TraesCS2B02G004200,AT5G38970
TraesCS2B02G004200,AT3G30180
TraesCS2B02G274300,AT1G11740
TraesCS2B02G274300,AT1G62050
TraesCS3A02G386300,AT5G63810
TraesCS1D02G388600,AT1G15150
TraesCS1D02G388600,AT1G15170
TraesCS1D02G388600,AT1G15160
TraesCS1D02G388600,AT1G71140
TraesCS1D02G388600,AT1G15180
TraesCS6D02G096900,AT1G55730
TraesCS6D02G096900,AT3G13320
TraesCS6D02G096900,AT1G55720
TraesCS5A02G267100,AT3G52090
TraesCS5B02G398000,AT5G08000
TraesCS5B02G398000,AT1G18650
TraesCS5B02G398000,AT5G61130
TraesCS4B02G135400,AT2G44970
TraesCS6D02G085900,AT1G80570
TraesCS6B02G342700,AT2G01830
TraesCS2B02G182300,AT1G26800
TraesCS4B02G317800,AT3G21540
TraesCS4D02G219000,AT1G19900
TraesCS4D02G219000,AT1G75620
TraesCS5A02G170600,AT3G07660
TraesCS6D02G249500,AT3G16810
TraesCS7B02G170600,AT1G19970
TraesCS7B02G170600,AT1G75760
TraesCS6D02G339500,AT5G57990
TraesCS1D02G020100,AT2G18465
TraesCS2B02G444700,AT1G43860
TraesCS2D02G233700,AT2G14530
TraesCS7B02G218300,AT3G11250
TraesCS7B02G218300,AT3G09200
TraesCS7B02G218300,AT2G40010
TraesCS1A02G443100,AT5G60550
TraesCS1A02G443100,AT3G45240
TraesCS4A02G309300,AT1G29090
TraesCS4A02G309300,AT2G34080
TraesCS4A02G309300,AT1G29080
TraesCS4A02G309300,AT1G29110
TraesCS4A02G309300,AT2G27420
TraesCS4A02G309300,AT3G49340
TraesCS7D02G457500,AT1G14600
TraesCS7D02G457500,AT2G02060
TraesCS1D02G287500,AT2G37060
TraesCS1D02G287500,AT3G53340
TraesCS4A02G159900,AT1G04910
TraesCS6B02G414200,AT5G02070
TraesCS6B02G414200,AT3G53840
TraesCS4B02G082200,AT5G19150
TraesCS4D02G353200,AT3G53170
TraesCS6D02G139700,AT5G57800
TraesCS1D02G038800,AT1G13580
TraesCS1D02G038800,AT3G25540
TraesCS2B02G449500,AT1G32910
TraesCS2B02G449500,AT5G16410
TraesCS2B02G449500,AT1G78990
TraesCS1B02G374700,AT5G64810
TraesCS5A02G048900,AT4G20380
TraesCS4D02G364700,AT4G39490
TraesCS4D02G364700,AT1G65340
TraesCS4D02G364700,AT1G47620
TraesCS4D02G364700,AT5G51900
TraesCS4D02G364700,AT4G39480
TraesCS4D02G364700,AT4G39500
TraesCS4D02G364700,AT4G39510
TraesCS4D02G364700,AT2G23180
TraesCS4D02G364700,AT5G52320
TraesCS4D02G364700,AT5G02900
TraesCS4D02G364700,AT2G21910
TraesCS4D02G364700,AT1G66030
TraesCS4D02G364700,AT1G57750
TraesCS4D02G364700,AT4G32170
TraesCS4B02G097900,AT5G63530
TraesCS4B02G097900,AT5G50740
TraesCS2A02G066300,AT4G03100
TraesCS3A02G093100,AT3G27670
TraesCS2A02G291100,AT5G51070
TraesCS5A02G184100,AT3G15060
TraesCS5A02G184100,AT5G60860
TraesCS6D02G368900,AT2G02350
TraesCS6D02G368900,AT2G02310
TraesCS6D02G368900,AT5G24560
TraesCS6D02G368900,AT2G02300
TraesCS6D02G368900,AT2G02240
TraesCS6D02G368900,AT1G80110
TraesCS6D02G368900,AT2G02360
TraesCS6D02G368900,AT2G02320
TraesCS6D02G368900,AT1G56240
TraesCS6D02G368900,AT2G02280
TraesCS6D02G368900,AT2G02250
TraesCS6D02G368900,AT2G02230
TraesCS6D02G368900,AT2G02340
TraesCS6D02G368900,AT1G09155
TraesCS6D02G368900,AT1G56250
TraesCS2A02G213700,AT3G22104
TraesCS3B02G250800,AT3G58600
TraesCS7A02G399400,AT5G44870
TraesCS7A02G399400,AT5G17880
TraesCS7A02G399400,AT3G51570
TraesCS4B02G309100,AT2G20370
TraesCS1B02G182700,AT1G23410
TraesCS1B02G182700,AT2G47110
TraesCS1D02G163700,AT1G55630
TraesCS1D02G163700,AT3G60050
TraesCS6B02G091500,AT1G61680
TraesCS6D02G237500,AT1G63050
TraesCS6D02G237500,AT1G12640
TraesCS5A02G107700,AT1G01160
TraesCS5A02G107700,AT4G00850
TraesCS5D02G232000,AT3G53690
TraesCS1D02G232200,AT4G02440
TraesCS3A02G340600,AT3G28850
TraesCS3A02G340600,AT5G39865
TraesCS5B02G395100,AT5G22020
TraesCSU02G265100,ATCG00430
TraesCS4A02G257600,AT1G58520
TraesCS4A02G257600,AT1G10090
TraesCS2D02G506300,AT1G05300
TraesCS2D02G506300,AT2G32270
TraesCS5B02G296700,AT2G01920
TraesCS5B02G296700,AT1G68110
TraesCS5B02G296700,AT1G25240
TraesCS5B02G296700,AT1G14686
TraesCS6D02G380400,AT3G54826
TraesCS3A02G245200,AT4G32650
TraesCS1A02G245700,AT1G05490
TraesCS1A02G245700,AT3G24340
TraesCS2B02G249500,AT4G18060
TraesCS6D02G027400,AT5G24680
TraesCS2A02G133300,AT5G46290
TraesCS4A02G107100,AT1G57550
TraesCS7B02G000200,AT1G66950
TraesCS7B02G000200,AT2G36380
TraesCS1A02G342500,AT4G29130
TraesCS1A02G342500,AT2G19860
TraesCS5D02G342200,AT1G50920
TraesCS5D02G342200,AT1G10300
TraesCS6B02G145100,AT1G61000
TraesCS7B02G430800,AT2G41040
TraesCS3A02G295400,AT3G62800
TraesCS7D02G313800,AT1G01100
TraesCS7D02G313800,AT5G47700
TraesCS7D02G313800,AT4G00810
TraesCS7D02G313800,AT5G24510
TraesCS6D02G122800,AT1G23740
TraesCS5D02G095200,AT3G55390
TraesCS3A02G153400,AT3G24605
TraesCS7A02G095500,AT2G19340
TraesCS7A02G095500,AT4G29870
TraesCS7D02G179600,AT4G25200
TraesCS7D02G179600,AT5G51440
TraesCS7D02G260000,AT3G04600
TraesCS2B02G391700,AT5G23395
TraesCS6B02G232700,ATMG00640
TraesCS5B02G547400,AT5G13280
TraesCS5B02G547400,AT5G14060
TraesCS5B02G547400,AT3G02020
TraesCS3B02G481500,AT1G67480
TraesCS5A02G360900,AT2G40360
TraesCS1A02G098200,ATMG00513
TraesCS6A02G263900,AT4G17830
TraesCS2D02G135000,AT3G63460
TraesCS2D02G135000,AT1G18830
TraesCS1A02G222300,AT2G30130
TraesCS7B02G289000,AT2G21160
TraesCS7B02G289000,AT2G16595
TraesCS2A02G072500,AT4G19490
TraesCS6D02G179100,AT4G33450
TraesCS6D02G174900,ATCG00780
TraesCS6A02G281100,AT4G12070
TraesCS7D02G179500,AT4G25200
TraesCS7D02G179500,AT5G51440
TraesCS5D02G156700,AT3G11930
TraesCS5D02G156700,AT3G58450
TraesCS2A02G410700,AT4G25590
TraesCS2A02G410700,AT4G00680
TraesCS2A02G410700,AT1G01750
TraesCS2A02G410700,AT5G52360
TraesCS2B02G420600,AT4G00910
TraesCS7B02G095300,AT1G73660
